Sample	WF_10	WF_11	WF_12	WF_13	WF_14	WF_15	WF_16	WF_17	WF_18	WF_19	WF_2	WF_20	WF_201	WF_202	WF_203	WF_204	WF_22	WF_23	WF_24	WF_25	WF_26	WF_27	WF_28	WF_29	WF_3	WF_30	WF_31	WF_32	WF_33	WF_34	WF_35	WF_36	WF_37	WF_38	WF_39	WF_4	WF_40	WF_41	WF_42	WF_43	WF_44	WF_46	WF_48	WF_49	WF_5	WF_50	WF_51	WF_52	WF_53	WF_54	WF_55	WF_56	WF_57	WF_58	WF_59	WF_6	WF_60	WF_62	WF_63	WF_64	WF_65	WF_66	WF_67	WF_68	WF_69	WF_70	WF_71	WF_72	WF_73	WF_74	WF_75	WF_76	WF_77	WF_78	WF_79	WF_8	WF_80	WF_81	WF_82	WF_83	WF_84	WF_85	WF_86	WF_87	WF_88	WF_9
Diet	high	high	high	high	high	high	low	low	low	low	low	low	low	high	low	low	high	high	high	low	low	low	high	high	high	high	high	high	high	low	low	low	low	high	low	high	high	low	high	high	high	high	high	low	high	high	low	low	low	low	high	low	high	low	high	high	high	low	high	high	high	low	low	high	high	low	low	low	high	high	low	low	high	high	low	low	low	high	high	low	low	high	high	low	low	low
PWY-7075	47.0293628	5.609695413	78.84870179	12.33300745	84.79712174	20.89956491	39.42152643	18.52906626	55.76177117	23.08000871	75.20171336	19.15946608	1.456267247	7.021806948	14.61090092	14.96688461	12.73761125	114.8748378	28.34413572	148.1829882	8.816898467	8.801457042	268.5580021	24.51201006	20.28992251	86.301369	16.37105591	126.4825429	21.1392945	11.25739344	13.51926346	19.53111586	25.57003437	25.12912985	16.24393787	60.89369773	61.42314969	236.5184009	10.77775626	115.180071	14.82476329	226.5552885	130.3885421	17.07185064	20.16257097	195.0196407	89.71024354	13.82979701	96.46766081	16.21076299	177.289084	19.77990876	86.88012851	8.568549869	24.88734069	36.41401531	29.10327661	50.19097195	11.59000234	10.00752691	16.46561866	21.5350302	21.96321789	62.82413872	18.63641325	5.104144723	12.23113942	12.83596913	36.55901657	31.37560325	31.71885952	15.69485684	17.56396271	48.65399517	30.53245901	10.56868903	34.39295163	38.79873607	24.93186597	14.72377289	15.64847394	10.9516145	15.71969506	25.01688257	29.18485617	32.76843534
PWY-7076	1903.261535	1028.976194	1962.644165	699.4972632	1853.002055	1158.446161	2361.917124	904.038313	2336.460169	850.840137	3174.786608	730.6813925	496.5418147	536.1462197	636.9683074	539.0045015	593.6085073	1897.234413	711.0193692	1686.539657	622.3570858	590.9055533	1922.640971	669.8689294	877.2424569	2285.249167	414.6323715	2045.906475	684.9879887	2473.774483	706.045839	2256.487073	683.8953818	2323.240148	674.5579322	1934.060026	2083.981603	2208.826281	744.2750394	2103.144397	644.4763501	1899.713573	1847.149714	465.906127	848.7138356	2056.251456	2106.850728	729.0882242	2189.807206	622.8555488	2238.57896	662.013969	1777.108833	434.6723537	572.3250129	1964.977205	632.0620073	490.5553809	423.7686248	387.1793494	461.8819432	690.6903493	381.5863617	876.0480553	732.9916529	608.5282642	740.5708876	733.3163375	585.8904972	515.3541461	726.7675532	473.937129	609.1220925	562.6417287	533.6397714	664.0078195	518.0354915	537.942865	528.2162208	534.5731062	391.7992583	477.2774855	591.1382149	617.4121304	589.5607724	458.2467557
PWY-7077	186.4040866	31.93865843	111.8198544	28.56094318	134.1342497	47.9579636	149.5566548	56.12824346	91.78120559	31.58775793	186.6064381	18.05895695	25.87383901	41.10473761	30.05882063	18.8896791	29.24048146	89.9028279	22.28661375	56.84147521	16.79702409	14.7764084	44.16632392	12.98267256	60.95688057	67.69258618	4.919263601	70.17505596	14.84753431	89.69042752	23.0421211	92.89635615	17.90357213	177.2700332	33.74607656	77.78295932	103.8130807	99.61064341	33.18498413	32.48958886	21.57899032	50.7367991	64.14302086	34.05440029	39.97157068	77.75385533	48.14955712	53.69145606	37.77678757	29.75185325	30.3507632	38.45450428	22.69448868	22.5941805	13.4814122	62.43936839	16.98551042	89.12242361	13.56439993	13.76011719	20.65365551	65.53272023	42.1748363	142.8102621	47.97956605	24.09578388	28.52996265	24.15355634	31.13925918	20.20730446	41.02116908	29.83566181	41.4640381	33.24932566	51.12235597	19.26527068	21.78551654	17.45835987	18.69831125	25.13718672	19.0567443	9.712961893	23.04038701	14.62143246	15.28069955	12.24479693
PWY-7079	938.5350627	398.6506307	915.1151432	276.0515978	866.0951538	450.5165488	997.6596114	400.7655148	971.8946904	353.2762167	1484.446332	290.0907942	207.3894002	215.6180986	278.9347798	226.6709805	232.8497957	753.9671893	287.4914359	775.6202585	257.2042722	249.3951723	797.122995	273.3678891	403.0858813	913.1671499	175.0909636	837.6268144	272.2385575	945.3974634	281.7875533	860.5003544	269.1419902	958.1407279	276.8382714	795.1562761	806.906842	1040.594753	326.9023025	784.3905441	265.6266095	815.4576244	824.0742563	226.4971257	364.6676298	933.8158906	831.0295357	375.0612937	815.8189122	287.1574155	889.4509436	314.7938012	681.1930443	170.6164948	221.6141716	828.8739998	237.1008631	296.3204215	178.5666336	165.0182201	204.7397533	356.6675289	215.736405	502.8252048	338.6174453	276.0092768	319.6066175	309.4771324	254.0986799	212.2741876	307.0315752	200.8745267	238.5156621	238.1835866	289.5805242	261.4520593	216.0999173	207.2324791	199.6752596	214.8011912	159.6705006	196.7462028	237.9257934	240.6556149	221.3825952	193.0344776
PWY-7081	8.361307644	2.499426446	8.235995516	0.533730649	10.63945886	2.294734978	4.753423582	1.447177507	3.330212021	1.515747264	14.94115369	2.880691342	2.747490373	0.386334643	0.779045381	0.728919987	1.342311788	3.25550726	1.410807688	5.484100345	1.223896146	1.479474045	3.13152581	2.642754831	2.443516725	2.739399563	2.712665093	4.530033336	0.990390918	0	2.493667986	0.4272098	0.231966609	6.032096391	3.524967517	7.196809903	2.921061077	5.993063822	4.462715957	5.95176569	1.141301404	4.080274667	4.297503702	2.442635838	1.514515752	4.966891986	3.384966296	1.853380274	7.103502755	1.467815498	3.439548826	0.656926391	6.290374242	2.712891504	2.641933127	3.70531139	0.921650778	1.251627615	1.292278576	0.178297679	1.132204009	0.193315216	1.951611957	3.241533306	0	1.460127615	1.702545369	1.50593192	0	0.704565361	4.002068534	1.169881342	0.770797617	0.234575922	1.37812094	2.872015912	0.560725504	0.181309324	0.259875308	0.530522449	0.213448269	1.207655925	2.006685885	2.445749796	0.594119946	0.780221253
PWY-7085	59.69436863	38.57930113	54.6123281	28.75008979	45.05595886	45.67898424	83.24044215	44.0822324	112.5754041	48.29111732	94.90066638	44.58543841	42.95776805	22.408914	29.72583309	19.73927403	23.75851398	61.29462288	32.84252949	33.2714692	42.87762881	37.92650091	37.47433113	31.4701249	40.09279825	71.59748606	20.00532062	53.56513134	26.29159227	93.2186282	26.62390607	94.53984926	23.93568011	110.8901112	30.52478537	76.98126289	86.70576291	86.28518507	51.52737746	44.7869106	36.83669339	52.34135774	63.92644305	12.07132708	33.41943763	70.04426539	69.9682963	46.53406855	55.62677417	41.02766196	45.32045603	35.98550006	37.73403711	30.11620961	18.62584512	71.52378125	16.26567238	25.09566051	15.03549323	15.19509135	20.66533715	24.84838503	12.21265391	39.46176636	21.44836443	35.65222629	34.72975525	44.16851437	39.99127823	32.90054961	23.40889828	18.93083608	20.36570924	14.02137222	37.01824285	38.82697397	35.84104164	17.95693295	24.95177117	27.91226153	22.88285011	13.66739728	15.87741023	23.86384001	23.40191467	16.65603803
PWY-7088	0.120099342	0	0.069739781	0	0	0.277777778	0	0.282725474	0	0	0.114843442	0	0	0	0.491622575	0.10881413	0	0.094470947	0	0	0	0	0	0	0.056302792	0	0	0	0	0	0	0.283446712	0	0	0	0	0.28417164	2.623677387	0	0.00907178	0	0.56664837	0	0	0.141709823	0	0	0	0.153899477	0	0	0	0	0	0	0	0	5.518712055	0	0	0	1.673298084	1.748366947	7.878781699	0.562006412	0	0	0	0.283446712	0.331718138	0.022297521	0.238171952	0	0.563128022	3.496079845	0	0	0	0	0	0	0	0	0	0.010610662	0
PWY-7089	328.803872	79.81693714	273.0052906	55.23522777	296.4860763	70.09306625	222.0745123	92.75288819	263.5787663	91.3516878	582.8694157	82.41518735	21.51137013	52.49870229	81.96986952	57.81698571	45.4486321	162.2481029	65.85077506	122.560502	75.73482936	65.67821743	158.3797799	81.70083782	91.49414568	189.6681108	98.69828961	162.5571145	98.94030774	230.274261	88.94098909	191.4915704	47.91097606	194.1676591	60.67731065	146.126488	178.3298402	228.1926325	120.9681174	239.4518614	77.34849173	187.7292389	234.1512885	53.83746813	82.22997758	249.0107697	243.2025979	97.17574406	273.0049542	96.18310003	245.775999	79.53767475	214.4175517	67.76957394	61.74471828	159.8349704	60.1678071	94.63409597	37.54629006	44.31900742	45.18803979	118.5360626	43.65365556	148.6962873	117.2385441	68.58142629	77.04641518	99.34549498	63.34717698	51.85143258	102.8785877	55.77948009	55.6305849	68.05980669	56.91152912	77.54163481	60.82137742	54.80585636	56.85325374	96.67164613	63.91273816	185.6710541	217.0637939	62.57049859	67.10137156	49.51884247
PWY-7090	12.22128985	1.020234161	3.976023107	1.634134821	2.346842228	1.076459434	0	0	0	1.602503381	13.46477554	2.039390046	0	0	0	0	0	15.87108287	0	2.295959929	0.866337441	1.758083081	0.755222233	0.340108133	0.268402056	0	0.993111998	0.778818106	1.030180803	0.949547189	0	1.584379724	0	0.644378724	0	0	1.550489743	0.65949162	0.735805732	1.461904477	0.2855117	1.070088433	1.370359165	0	0.367825686	1.977025252	2.575747753	0.370434374	1.237283613	0	2.956872818	0	1.676056693	0.662442092	0	0	0	0	0	0.228234164	0	2.08921674	0	0	0	0	0.556291395	0	0.514190675	0	0	0.724433009	0.748530708	0	0.99268507	1.609200444	0	0	0	0.306741694	0.474219431	0	0.430103593	0.533162035	0	5.560969957
PWY-7091	328.803872	140.0405515	273.0052906	113.7679322	296.4860763	154.1457648	222.0745123	92.75288819	263.5787663	99.36512912	582.8694157	84.64066847	127.5978075	81.93935335	84.66279261	67.10912825	59.5509008	422.1939032	70.20051304	347.1996994	75.73482936	65.67821743	158.3797799	104.8935812	91.49414568	189.6681108	98.69828961	162.5571145	124.1491738	575.9078573	88.94098909	516.5489378	88.29748189	400.7347545	71.47207615	240.5360949	405.2425015	318.2063547	120.9681174	341.4441354	77.34849173	385.4651117	276.4453317	65.16936766	82.22997758	351.6008104	339.7677024	97.17574406	359.5609718	96.18310003	456.6416539	79.53767475	314.9105578	79.114376	75.99367514	246.9549811	85.70073473	100.9564877	44.74837293	48.23426526	50.35912725	118.5360626	55.05440978	176.870653	117.2385441	68.58142629	77.04641518	99.34549498	63.34717698	51.85143258	102.8785877	56.65793167	67.50787594	68.05980669	76.49533847	77.54163481	60.82137742	54.80585636	67.96157806	96.67164613	63.91273816	185.6710541	217.0637939	74.10388774	73.57152501	83.61176464
PWY-7092	328.803872	79.81693714	273.0052906	55.23522777	296.4860763	70.09306625	222.0745123	92.75288819	263.5787663	91.3516878	582.8694157	82.41518735	21.51137013	52.49870229	81.96986952	57.81698571	45.4486321	162.2481029	65.85077506	122.560502	75.73482936	65.67821743	158.3797799	81.70083782	91.49414568	189.6681108	98.69828961	162.5571145	98.94030774	230.274261	88.94098909	191.4915704	47.91097606	194.1676591	60.67731065	146.126488	178.3298402	228.1926325	120.9681174	239.4518614	77.34849173	187.7292389	234.1512885	53.83746813	82.22997758	249.0107697	243.2025979	97.17574406	273.0049542	96.18310003	245.775999	79.53767475	214.4175517	67.76957394	61.74471828	159.8349704	60.1678071	94.63409597	37.54629006	44.31900742	45.18803979	118.5360626	43.65365556	148.6962873	117.2385441	68.58142629	77.04641518	99.34549498	63.34717698	51.85143258	102.8785877	55.77948009	55.6305849	68.05980669	56.91152912	77.54163481	60.82137742	54.80585636	56.85325374	96.67164613	63.91273816	185.6710541	217.0637939	62.57049859	67.10137156	49.51884247
PWY-7093	1.093774935	0.328116902	0.112630564	0.450142965	0.20705136	0.594112183	0.625359987	0.228349994	0.835837172	0.075781263	0.930561954	0.092796291	0.176766222	0.3572194	0.301553787	0.080106985	0.204386552	0.03733871	0.093798701	1.184375137	0.017750054	0.111829269	0.237404737	0.035894266	0.075622625	0.632664474	0	0.536989516	0.140799828	1.019947002	0.196319737	0.555124752	0.041797192	0.922087649	0.209618378	0.634836446	0.24421969	0.640017953	0.271307903	0.086624215	0.088661337	0.259823654	0.32078524	0.255291101	0.119710851	0.419106591	0.146161336	0.379604744	0.129542759	0.049773384	0.113979801	0.080730276	0.052082207	0.330930623	0.098140791	0.568258636	0.208405533	0.035851833	0.134281346	0.032238776	0.111570355	0.097031651	0.139418906	0.111049666	0.095841946	0.110730196	0.097446483	0.038523205	0.094387591	0.171775595	0.429103626	0.24160236	0.305825361	0.151369242	0.016967318	0.065139496	0.04928349	0.052561935	0.140548146	0.080918749	0.090772639	0.043936612	0.147331371	0.044160536	0.058307951	0.081043225
PWY-7094	4.405275736	1.247511157	3.80901695	0.967765322	3.274543973	1.645044411	2.327711714	1.217889148	2.795817181	0.814949948	6.255196454	2.188690182	0.593895928	0.280552858	0.677877335	0.689969868	0.831479953	1.35361792	0.980169148	5.2034842	1.632223012	1.653890212	2.254116536	2.185809861	0.740203389	2.371533108	2.47099826	2.254753972	1.477610569	0.666641477	0.98454705	1.634625016	1.103058843	1.159152898	0.734248424	3.167645917	1.382782971	4.638607104	1.014684138	2.976134581	0.604291239	3.362645134	2.550822034	1.196228579	2.041699022	3.739085453	3.411662916	1.28744614	2.380597677	0.873517446	2.661384666	0.46087945	2.551730485	1.050759611	0.869840978	2.04987692	0.882917528	10.04550526	0.361529972	0.696025134	0.833627256	3.522723519	3.495269237	21.71186736	2.748592382	0.536198465	0.764909584	0.426029046	1.220937412	0.658797494	1.284574933	1.499849648	1.88801631	2.234985564	4.749076347	2.318109941	0.886351449	0.292686743	1.101415395	0.883073315	0.703603144	0.897248491	1.574402529	0.236858826	0.750806325	1.450721311
PWY-7096	15.44290175	19.33739013	5.379659775	2.614379085	6.788983816	12.92164375	1.340818661	0	2.669958247	3.409516045	9.998963457	0.476525797	0.033518557	3.286196242	1.328021248	0.273551145	1.703833642	17.73535988	1.837466914	34.58377697	0	1.695394351	1.262626263	0.348911277	0.591240754	1.160288094	0.416414345	0.801656839	0	2.708994975	2.648457804	5.292460194	1.754786763	21.91067035	11.00657129	0.035429161	10.51129851	1.507845494	1.361794342	2.083060377	0	8.019879342	1.606614891	2.132454729	1.277139208	7.641127412	7.620818999	0	0.239745347	0	6.173802757	0	2.653961601	0.053963203	1.307189543	0.129766236	0.029569318	13.83198124	1.183912894	0.058071616	0.033311357	2.690630392	8.907253346	27.9428865	6.43278631	0	0.556020062	0.016348943	2.89583998	3.10619245	1.586452759	0.813285674	1.234567901	3.646353648	9.090140517	1.860649225	3.570842727	0.086600467	0.899748509	0	0.42124759	0	0	1.324308803	0	2.934183004
PWY-7097	1903.261535	1028.976194	1962.644165	699.4972632	1853.002055	1158.446161	2361.917124	904.038313	2336.460169	850.840137	3174.786608	730.6813925	496.5418147	536.1462197	636.9683074	539.0045015	593.6085073	1897.234413	711.0193692	1686.539657	622.3570858	590.9055533	1922.640971	669.8689294	877.2424569	2285.249167	414.6323715	2045.906475	684.9879887	2473.774483	706.045839	2256.487073	683.8953818	2323.240148	674.5579322	1934.060026	2083.981603	2208.826281	744.2750394	2103.144397	644.4763501	1899.713573	1847.149714	465.906127	848.7138356	2056.251456	2106.850728	729.0882242	2189.807206	622.8555488	2238.57896	662.013969	1777.108833	434.6723537	572.3250129	1964.977205	632.0620073	490.5553809	423.7686248	387.1793494	461.8819432	690.6903493	381.5863617	876.0480553	732.9916529	608.5282642	740.5708876	733.3163375	585.8904972	515.3541461	726.7675532	473.937129	609.1220925	562.6417287	533.6397714	664.0078195	518.0354915	537.942865	528.2162208	534.5731062	391.7992583	477.2774855	591.1382149	617.4121304	589.5607724	458.2467557
PWY-7098	0	0.058009356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.028890135	0	0	0	0	0.444927487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.345841148	0.327964069	0	0	0	0.327964069	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PWY-7100	22.0550115	0.915887528	25.1872658	0.855953339	21.39907053	1.034777093	12.0504897	7.190376463	3.946525425	4.942587534	22.45712041	0.800903679	0.340739686	5.754702742	0.90298315	0.847934902	4.860496861	2.117095678	2.021205269	2.114884968	0.701710575	0.635905255	4.729304528	1.428748554	7.643662726	9.192973396	0.825443551	7.27689262	0.579272663	2.527771412	5.199097335	1.759963553	1.855181993	3.013697202	1.968230574	2.253034649	1.324481733	1.062615369	0.988053268	4.959975268	0.711709327	1.119153812	1.722517121	0.67372652	3.31594536	1.574557015	2.522875616	2.734431491	2.891124274	1.450516391	2.758974262	0.869628453	4.095657103	0.618738184	0.543205931	2.172117913	0.508376572	3.251210117	1.295573156	0.668499305	1.21883271	4.030235869	2.126123735	4.231980267	2.838389847	1.031497782	2.12784802	2.026128265	2.13539677	1.665132619	3.104839387	2.026950147	2.57147868	3.329355798	1.92001734	0.433623697	1.106234925	4.005067171	5.17803619	1.189044638	0.446954903	0.498419522	0.37897879	4.015999308	3.101727222	0.536467986
PWY-7102	19.36548326	5.850411108	16.20640973	4.027826551	13.72879044	5.187013897	31.16013474	7.088791862	13.11874948	5.804584594	22.04696091	5.301203151	1.826867606	1.420201232	2.435071776	1.849464976	3.628060233	5.619112145	2.955136626	10.60288607	0	0	3.164637342	4.390904698	7.550899149	5.968174521	0	0	0	3.63183352	3.575881889	3.335489192	2.747053732	8.136836782	3.090180481	11.13141215	0	8.383865788	3.943391022	0	2.435806179	4.103632765	0	2.54449866	4.68639818	7.308090742	10.1274983	7.058998607	5.97322164	4.068276638	7.469577723	4.561022127	7.552729515	0	1.467076464	10.53350733	0	5.786528395	2.846126256	2.495102244	4.891876845	10.35411307	2.575115948	11.65433194	5.432159838	4.87105532	6.038711889	2.935281765	2.840596218	3.007315843	2.05317893	2.759133873	8.115767417	2.824861552	4.907810184	3.38809613	2.641161255	3.221675028	5.285573058	5.607434378	3.027205501	1.159991005	3.400132061	2.6325953	0	4.716224359
PWY-7104	798.3741982	410.892089	827.4250201	297.6963785	778.8843739	469.7363697	957.5241124	370.199568	1004.98621	365.878766	1297.554125	302.5830675	241.3891975	222.2045928	285.6938294	245.5507754	245.7324612	794.1906899	310.4506282	717.0014435	255.3837458	244.6708298	752.221892	278.7448298	380.9512637	902.5732812	173.7629112	807.5226172	283.5810533	1037.259668	297.4452143	916.4408006	292.1558512	919.7954631	304.9129454	895.7026354	834.2011308	933.3988048	338.5596763	836.7616008	274.0887551	776.5070306	740.571369	228.5992666	367.9751942	853.5881475	830.0684148	327.2710236	844.6066917	275.4173938	834.8350767	283.9902238	700.0168868	182.2996814	238.4963215	927.1875047	290.1027822	220.059419	189.8465916	175.2297937	197.3926537	302.3191723	183.4048303	388.1769642	323.7838128	269.7417342	322.770529	319.5023213	245.836748	217.1920025	310.0026232	198.2783605	243.8858416	218.5025305	229.5443795	279.4150752	210.21833	214.6488296	210.7662865	194.1856527	142.0860561	171.7068069	211.3703246	259.5110945	240.4672737	199.0703392
PWY-7105	168.7213695	46.12213144	149.9641189	38.47086147	124.4666599	47.09825141	106.8895314	54.01139332	136.6859592	60.42955638	249.6630058	51.08853605	25.45868333	37.4844182	29.85843113	44.84313222	31.96689709	136.3494822	49.49884218	146.7437058	48.64472869	46.51194902	163.3305622	51.1568995	54.14234188	118.1736141	43.04476667	117.8125238	45.98006558	54.69331586	40.02056255	72.53407881	59.50042395	130.214059	58.14230794	133.4725598	97.38369085	195.6695077	49.72469672	135.6309788	31.04547761	153.3444164	132.5775094	69.1724753	68.46626889	166.0029527	157.9169578	64.75293646	140.4903566	39.87694259	182.7545675	37.7546387	111.9663992	37.2993559	43.23109302	139.9614852	33.60341716	84.43456066	30.25007465	32.81850758	40.80332836	56.70924523	50.74329175	140.3709741	61.37817612	38.94866403	49.18929531	39.53290674	52.79022095	40.75635532	57.30410796	49.81821347	42.46672056	51.13637125	77.07908176	47.82582083	40.07784622	29.89953592	28.0516386	40.57620622	35.47185693	52.88316847	48.09800688	34.85977012	28.53257729	40.43262828
PWY-7109	110.2750575	4.579437639	125.936329	4.279766697	106.9953526	5.173885467	60.25244849	35.95188231	19.73262712	24.71293767	112.285602	4.004518395	1.70369843	28.77351371	4.514915751	4.239674512	24.30248431	10.58547839	10.10602634	10.57442484	3.508552875	3.179526274	23.64652264	7.14374277	38.21831363	45.96486698	4.127217757	36.3844631	2.896363314	12.63885706	25.99548668	8.799817764	9.275909964	15.06848601	9.841152869	11.26517325	6.622408664	5.313076843	4.940266341	24.79987634	3.558546636	5.595769058	8.612585603	3.368632599	16.5797268	7.872785074	12.61437808	13.67215746	14.45562137	7.252581955	13.79487131	4.348142267	20.47828551	3.09369092	2.716029653	10.86058957	2.541882861	16.25605059	6.477865778	3.342496526	6.094163548	20.15117935	10.63061867	21.15990133	14.19194923	5.157488908	10.6392401	10.13064132	10.67698385	8.325663095	15.52419693	10.13475074	12.8573934	16.64677899	9.600086698	2.168118485	5.531174626	20.02533586	25.89018095	5.945223188	2.234774517	2.49209761	1.894893951	20.07999654	15.50863611	2.682339928
PWY-7110	566.0166749	281.9526484	583.2162017	198.9998238	545.7057544	320.7534878	656.0176083	257.2756847	682.7991833	249.1791163	912.7951393	205.1880179	156.570983	152.7129569	190.3785962	166.2961428	171.830714	523.4379197	214.9036511	480.911877	174.2394292	163.9942987	530.6559778	187.5115583	260.3710043	628.4987471	118.5485594	566.5223376	189.3391769	692.3501097	205.1291486	615.809742	201.7542265	629.9446324	209.8410955	588.5816947	569.6337697	631.6845607	229.1165624	573.9274163	187.1291399	511.1390804	506.2074504	155.4900291	249.9670841	569.7200178	566.1231399	227.305706	584.723226	188.7511109	563.7610463	197.7116007	476.9899803	121.6675887	161.6263748	611.370193	194.7142969	152.1568771	128.5317515	118.8577426	134.6076471	206.1435815	122.4416743	262.024497	214.068798	181.3787114	220.4297942	216.8984433	169.6022741	149.2062103	214.2990898	136.8577156	166.6781663	152.6727551	155.6998829	192.0429178	147.1090134	148.0044331	144.6297444	133.5479209	97.75427191	115.1188999	142.2836316	175.2903063	163.1109885	132.9987957
PWY-7111	561.968637	355.2325034	603.6345358	260.6785405	527.2973446	406.7650056	727.1014106	267.0661231	717.0812037	279.3339439	930.6867881	201.5180014	271.729065	170.9925637	223.6594469	250.7097247	197.9262201	725.8019966	231.2672793	440.2161931	185.0061515	152.1015885	524.7465758	224.1682002	305.2572912	590.2204471	142.6201324	470.4342277	238.0404928	1364.307987	262.2825033	1155.9715	228.2613674	999.5601593	235.3253317	873.9803641	962.0691469	603.5151585	264.6023133	578.6578864	171.8749083	430.5941351	477.840543	202.6615166	269.416264	531.256453	512.3824857	271.3188296	565.1753808	194.6498135	480.8879373	210.999244	493.2375275	137.6843751	171.9963315	897.5780846	231.0374666	162.6498578	151.9351616	128.329444	143.3362856	213.3272848	141.9701169	256.6341896	250.8871257	179.8140748	228.7046049	218.8234015	174.1433412	162.918544	205.5154118	142.3143364	155.8648991	135.6966762	163.1550284	194.2843851	135.7267569	121.9085679	138.8112967	117.8204306	90.03002388	120.2855442	130.8363475	148.7481756	139.5639855	149.9018972
PWY-7112	7.44809522	1.444532622	4.37474835	1.584558848	5.90084156	1.510692683	24.67825119	4.64470242	3.115969321	0.898881937	5.950132891	0.008399936	0.490120498	0.982937539	2.169400243	0.715453852	1.376692117	1.57593787	1.583525697	0.337060398	0.034715218	0	0.992911272	0.289798785	3.757352325	2.25265134	0	0.502637267	0.512319939	4.22183408	0.98386462	2.937720791	1.425381795	4.260317227	0.983062366	3.59806122	1.47694205	2.804490158	0.983624601	0.610703769	0.408462426	0.987112238	0.196309384	0.797448166	2.132604258	0.314952867	0.145113864	3.540753508	0.009366637	0	0.046081244	0.605063962	0.040081792	0.41847327	0.209766431	3.088123053	0.058789562	16.61245529	0	0.220435317	1.052142275	7.643347195	7.072637226	20.79438897	2.857644336	0.589855232	0.599196907	1.452076198	0.681408278	0.393545848	0.498727433	2.390699652	3.609476572	1.573028879	3.466234014	0.02870796	0.590318772	1.594716115	1.41392727	0.98386462	0.983145785	0.590318772	0.809536629	0.009723867	0.490660032	0.897480002
PWY-7113	0.81129984	0.142676953	0.293085385	0.158005627	0.342619287	0.085799938	0.475831888	0.134751462	0.647390111	0.127509581	0.663877436	0.152995209	0.067691949	0.088385847	0.350840037	0.074482004	0.02941032	0.302366921	0.192883928	0.346370719	0.184567954	0.491894468	0.434866968	0.140228773	0.213212719	0.294343865	0.031057104	0.35970181	0.058582878	0.725883539	0.179737603	0.652442044	0.084023563	0.483031841	0.061179718	0.227572821	0.666075433	1.302301235	0.076437287	0.754527742	0.163060199	0.162516639	0.386623692	0.161644987	0.084671065	0.377829575	0.271183286	0.20558336	0.343107346	0.146682463	0.16538394	0.19956276	0.090949873	0.08586958	0.085452969	0.291655974	0.188676283	0.238127617	0.363007269	0.119531058	0.074428448	0.117689917	0.135581183	0.251932313	0.246582114	0.087169658	0.085411531	0.012734991	0.06814706	0.196747493	0.720580578	0.121652449	0.116515804	0.205657291	0.135779235	0.102711098	0.056777381	0.038952578	0.1707051	0.181579015	0.029516119	0.029740897	0.115797941	0.116016419	0.22509728	0.043649894
PWY-7115	256.058185	144.5323421	255.8461084	107.9213614	243.9998911	137.3931709	250.0764242	98.64627302	267.2791524	105.6235003	410.5936264	97.49754826	104.4316001	65.85443255	80.95875187	73.79595328	73.48842075	220.2339493	92.6520954	244.4718002	85.02886716	78.42046866	254.5660252	96.08474852	120.702792	260.2140489	72.10777802	228.0447016	103.3713779	387.2351376	87.45559733	337.2282196	80.56959705	288.3368054	81.53567945	305.8083461	303.6401412	263.8395089	98.05951916	221.6373149	73.80717756	210.2351165	230.2386256	75.10685108	96.84415677	255.184905	228.0948057	106.3381893	214.3272017	69.23512317	214.5587897	80.67525251	205.7293858	59.00649413	58.19555606	290.8496654	83.95597699	73.35254216	62.23487948	54.34646094	60.18296913	82.87989451	51.54653119	124.205383	101.4528712	80.73485108	89.4454284	81.86474421	80.17746235	63.31450143	96.39998733	71.7795921	77.11399704	68.47638721	58.68266275	91.80757505	58.09203958	70.57016072	62.62257041	61.60296007	45.65573371	48.9144722	53.26199822	61.79077971	57.54426533	71.14322053
PWY-7117	339.2301471	166.2449741	341.0646809	120.0043831	314.9946051	165.2871934	317.5023622	127.7780321	356.9587796	142.8303976	543.3413084	116.6685874	102.4048409	76.66403287	96.69954716	96.68936332	88.57333938	240.2941103	116.7381339	263.4408622	106.3263544	94.42991279	322.4855425	114.0037923	161.5498179	335.1561261	81.75644932	304.8765978	113.9457663	368.1343327	112.5299814	322.8450872	112.2220405	298.8588222	107.3896617	361.3193411	308.3140041	326.1222892	136.6290772	281.420583	102.8993332	227.4660547	282.644814	106.2226202	133.9868967	318.8873133	275.4440804	141.7468479	289.0978239	98.62748217	257.3497363	116.750698	247.9733441	75.0463238	82.54053153	358.4968771	96.52805328	82.21325284	80.04751347	70.01164902	80.88526478	111.9522933	72.70006635	149.7256509	137.6793513	105.6803696	118.9767351	113.7380809	107.3439318	84.42423889	123.0369583	86.2667088	93.2859414	90.36029712	77.39037563	108.2808467	78.38032525	78.67288668	73.942063	74.65672434	60.46621213	55.26752764	56.24223193	79.04024317	76.9248196	87.86930588
